,location code,user id,credit card info save,add to wishlist,desktop sessions,app sessions,desktop transactions,promotion clicks,sale product views,app transactions,customer service calls,churn
1362,India,3297102,no,0,133,23,6,62,121,2,3,Yes
1363,US,3942553,no,31,105,18,20,125,104,6,3,Yes
1364,US,3391330,no,0,245,42,21,75,124,8,1,No
1365,UAE,3981959,no,0,185,31,19,95,82,3,1,Yes
1366,US,4087015,no,0,90,15,15,104,116,1,3,Yes
1367,US,3849254,yes,0,236,40,17,107,93,4,1,Yes
1368,UAE,3559475,no,0,186,32,22,96,63,6,4,Yes
1369,US,3341337,no,0,224,38,13,109,143,9,1,Yes
1370,India,3591441,no,0,180,31,14,139,133,2,1,Yes
1371,US,3915442,no,0,169,29,22,113,93,5,1,Yes
1372,UAE,3741551,no,0,118,20,12,77,86,6,1,Yes
1373,US,3996233,no,0,112,19,16,110,93,4,4,No
1374,UAE,3374749,no,32,168,29,19,97,95,7,0,Yes
1375,US,4035552,no,42,214,36,16,107,117,10,0,Yes
1376,US,4053097,no,0,246,42,21,113,117,5,4,No
1377,US,3649240,no,34,157,27,6,95,120,10,1,Yes
1378,US,4049348,yes,43,143,24,23,100,105,4,1,Yes
1379,US,3361462,no,0,202,34,20,115,127,2,3,Yes
1380,US,3648981,no,0,117,20,10,123,101,2,1,Yes
1381,India,4127606,no,0,156,26,22,103,98,1,1,Yes
1382,US,3806342,no,39,236,40,25,110,107,4,2,Yes
1383,US,4183017,no,21,138,23,22,83,118,2,2,Yes
1384,UAE,3673648,no,0,52,9,14,83,115,3,3,Yes
1385,India,3415892,no,0,81,14,19,124,113,3,0,Yes
1386,US,3344678,no,35,172,29,13,127,125,3,0,Yes
1387,US,3666751,no,0,126,21,12,80,102,3,1,Yes
1388,US,3978512,yes,0,197,34,13,92,99,6,4,Yes
1389,India,3679495,no,0,194,33,19,54,115,4,1,Yes
1390,India,3792991,no,0,116,20,11,113,91,6,1,Yes
1391,India,3564832,no,29,157,27,17,136,109,5,3,Yes
1392,US,4134040,no,0,270,46,18,86,107,15,3,No
1393,US,3664444,no,0,246,42,19,124,95,8,0,Yes
1394,India,3943806,no,0,227,39,23,89,82,4,1,Yes
1395,US,3685647,no,0,190,32,10,83,103,4,0,Yes
1396,US,4121076,yes,27,189,32,14,102,100,5,4,Yes
1397,India,4137655,no,0,0,0,16,119,95,4,1,Yes
1398,UAE,3712316,no,19,111,19,19,97,84,4,1,Yes
1399,UAE,4203346,no,0,168,28,19,112,94,2,4,Yes
1400,US,3673971,no,0,132,22,17,75,114,0,3,Yes
1401,UAE,4175813,no,0,168,29,21,81,108,4,0,Yes
1402,US,4218535,no,0,213,36,17,77,101,4,1,Yes
1403,India,3751721,no,0,175,30,8,71,93,1,0,Yes
1404,India,3318484,no,39,83,14,19,63,88,1,3,Yes
1405,India,3665829,no,0,143,24,7,94,135,7,4,No
1406,US,3677906,no,0,126,21,23,93,110,8,1,Yes
1407,US,4122520,no,31,82,14,22,91,98,2,6,No
1408,UAE,3869177,no,0,166,28,17,115,77,3,1,Yes
1409,US,4206780,no,30,183,31,20,110,110,2,0,Yes
1410,UAE,4011454,no,0,162,28,18,94,78,5,1,Yes
1411,India,3792508,no,0,167,28,16,91,115,6,1,Yes
1412,US,3533492,no,24,136,23,20,78,121,4,1,Yes
1413,UAE,4064840,no,20,166,28,18,94,91,6,0,Yes
1414,US,3917982,no,0,176,30,15,106,134,4,1,Yes
1415,India,3799821,no,0,142,24,17,95,114,1,0,Yes
1416,India,3987414,no,0,178,30,25,92,106,3,3,Yes
1417,UAE,3388566,no,0,83,14,16,104,79,7,1,Yes
1418,US,3973058,yes,37,235,40,16,79,106,7,2,Yes
1419,US,3898096,no,0,106,18,12,100,105,12,2,Yes
1420,US,3936840,yes,0,149,25,15,98,97,3,3,No
1421,US,3607404,no,20,265,45,18,110,102,7,0,Yes
1422,India,4115740,no,31,160,27,19,70,109,1,1,Yes
1423,US,4123726,yes,28,96,16,14,131,132,3,1,Yes
1424,UAE,3727326,no,0,141,24,17,114,107,5,0,Yes
1425,India,3389873,no,0,120,20,20,96,113,2,2,Yes
1426,US,3834322,no,30,100,17,22,125,90,7,2,Yes
1427,US,4017654,no,0,251,43,15,100,85,6,2,Yes
1428,US,4105455,yes,0,201,34,25,120,95,5,2,Yes
1429,India,4194310,no,38,210,36,17,84,79,7,1,Yes
1430,US,3672056,no,34,198,34,23,121,71,4,1,Yes
1431,India,3636695,no,0,240,41,11,121,110,5,1,Yes
1432,US,3746217,no,0,165,28,13,118,97,2,0,Yes
1433,India,3379569,no,0,221,38,16,97,74,2,1,Yes
1434,UAE,3509720,no,37,113,19,21,97,112,6,2,Yes
1435,US,3804080,yes,19,113,19,22,132,116,2,0,No
1436,India,3337460,no,26,226,38,20,97,82,7,1,Yes
1437,US,3783722,yes,34,245,42,19,105,136,6,4,Yes
1438,India,3539339,no,0,203,35,20,131,112,6,2,Yes
1439,US,3866535,no,0,137,23,21,137,110,4,0,Yes
1440,UAE,4035575,no,0,153,26,18,85,99,10,1,Yes
1441,UAE,3315962,no,47,275,47,16,118,123,2,1,Yes
1442,India,3909627,no,0,196,33,18,87,73,3,1,No
1443,US,4064560,yes,0,204,35,16,115,97,7,1,Yes
1444,US,3596931,no,0,222,38,12,82,82,4,3,Yes
1445,India,3317342,no,8,223,38,15,94,114,2,1,Yes
1446,US,3672227,no,28,129,22,13,52,76,2,2,Yes
1447,US,3358836,no,0,174,30,15,107,131,2,0,Yes
1448,US,3986703,no,0,243,41,14,140,86,3,4,Yes
1449,US,3708379,no,0,222,38,24,50,83,6,4,Yes
1450,UAE,3353880,no,0,114,19,19,103,88,9,0,Yes
1451,US,3758761,no,33,220,37,16,94,113,2,2,Yes
1452,India,3671398,no,0,145,25,13,115,73,3,2,Yes
1453,US,3957857,no,40,237,40,10,110,115,3,2,Yes
1454,UAE,3988745,no,44,174,30,18,113,87,7,2,No
1455,UAE,3863717,no,0,110,19,28,48,108,7,1,Yes
1456,India,3301175,no,33,82,14,20,85,113,4,1,Yes
1457,US,4186752,no,0,133,23,10,92,129,4,1,Yes
1458,UAE,3496464,no,0,137,23,18,83,114,4,1,Yes
1459,US,3667331,no,0,197,33,16,68,104,8,0,Yes
1460,US,3618288,no,0,198,34,13,87,76,3,3,Yes
1461,UAE,3776635,no,0,40,7,22,106,90,6,0,Yes
1462,UAE,4081513,no,0,200,34,18,110,123,4,2,Yes
1463,US,3707546,no,0,157,27,18,68,77,6,1,Yes
1464,US,3894278,no,0,183,31,20,100,94,5,3,Yes
1465,India,3793012,no,0,132,23,10,101,84,2,1,Yes
1466,US,3553620,no,0,63,11,19,88,99,3,0,Yes
1467,US,4137743,yes,35,181,31,18,116,106,4,0,No
1468,India,3722296,no,27,118,20,18,127,114,7,3,Yes
1469,US,3339728,no,27,219,37,14,78,116,1,0,Yes
1470,US,4156110,no,41,207,35,12,120,74,3,1,Yes
1471,US,3409803,no,0,151,26,26,83,104,5,0,Yes
1472,US,4007002,yes,0,273,46,22,121,84,7,1,No
1473,US,3957435,yes,0,266,45,15,92,103,4,1,Yes
1474,UAE,3367143,no,0,113,19,13,65,85,6,0,Yes
1475,US,3522175,no,0,105,18,7,104,110,7,3,Yes
1476,India,3466352,no,35,194,33,17,97,95,4,0,Yes
1477,US,4057467,no,0,169,29,25,117,110,5,1,Yes
1478,US,3798526,no,0,253,43,17,78,108,7,2,Yes
1479,US,4105713,no,16,175,30,20,105,98,2,1,Yes
1480,UAE,4085916,no,0,87,15,16,64,120,5,0,Yes
1481,US,3705626,no,34,205,35,11,113,117,9,2,Yes
1482,UAE,4081331,no,0,227,39,13,122,98,4,3,Yes
1483,India,4199688,yes,0,234,40,14,105,100,3,1,Yes
1484,US,3435219,yes,0,133,23,16,89,123,2,3,No
1485,US,4015586,no,0,134,23,14,110,139,3,1,Yes
1486,India,3779178,no,0,160,27,12,70,97,2,0,Yes
1487,US,3455639,no,44,231,39,19,103,76,2,0,Yes
1488,UAE,3363488,no,0,227,39,15,81,120,4,2,Yes
1489,US,4146426,no,0,73,12,23,120,91,2,2,Yes
1490,US,3355591,no,0,196,33,25,82,91,2,1,Yes
1491,UAE,4219144,no,0,197,34,14,115,106,3,1,Yes
1492,UAE,4227728,no,0,220,37,26,100,65,5,1,Yes
1493,US,3443466,no,30,153,26,13,97,97,4,4,No
1494,US,3987978,no,0,216,37,16,114,109,10,2,Yes
1495,India,3468368,no,32,223,38,22,80,101,4,0,Yes
1496,US,3922722,no,36,116,20,20,95,90,6,3,Yes
1497,India,3933274,no,0,190,32,13,80,121,5,1,Yes
1498,UAE,3394636,no,0,155,26,25,108,95,3,0,Yes
1499,US,3497138,no,0,136,23,17,110,86,1,3,Yes
1500,UAE,3633295,no,0,171,29,24,88,117,6,1,Yes
1501,India,4079830,no,0,272,46,9,125,81,2,0,Yes
1502,India,3338822,no,40,210,36,20,89,94,4,8,Yes
1503,US,4196418,yes,17,237,40,14,94,117,3,2,Yes
1504,India,3518955,no,0,154,26,19,122,147,3,2,Yes
1505,UAE,3381840,no,0,223,38,19,98,125,5,1,Yes
1506,US,3366997,no,0,252,43,14,81,110,3,2,Yes
1507,UAE,4086266,no,0,198,34,14,113,145,6,1,Yes
1508,UAE,3324291,no,0,152,26,23,88,120,5,3,Yes
1509,India,3557895,no,40,237,40,15,93,110,3,3,Yes
1510,UAE,3482916,no,0,266,45,15,75,113,2,1,Yes
1511,US,3398132,no,0,197,34,26,81,105,6,1,Yes
1512,UAE,3741684,no,14,199,34,19,103,91,1,1,Yes
1513,US,3627604,no,0,234,40,18,109,101,2,2,Yes
1514,US,3893206,no,0,183,31,14,107,121,3,1,Yes
1515,UAE,3362829,no,0,139,24,12,108,107,5,2,Yes
1516,US,4038916,no,0,214,36,22,100,97,3,1,No
1517,US,3841135,no,0,207,35,17,115,100,2,1,Yes
1518,US,3902320,no,0,140,24,17,119,102,5,2,Yes
1519,UAE,3988578,no,0,177,30,19,105,113,3,2,Yes
1520,US,3939424,no,35,170,29,15,101,105,7,2,Yes
1521,US,4176330,no,0,174,30,21,65,66,2,3,Yes
1522,India,3406339,no,0,160,27,15,99,109,4,1,Yes
1523,US,3806571,no,0,115,20,17,111,98,3,2,Yes
1524,India,3686488,no,19,137,23,15,105,95,3,2,Yes
1525,US,3632193,no,0,92,16,18,120,73,6,1,Yes
1526,US,3281206,no,23,244,41,11,106,123,11,2,Yes
1527,India,3853540,no,0,117,20,20,117,108,2,0,Yes
1528,US,3377167,no,0,223,38,14,128,84,4,0,No
1529,India,3728405,no,0,155,26,15,102,86,2,3,Yes
1530,India,3771273,no,0,261,44,18,102,96,6,1,No
1531,India,3807816,yes,0,47,8,16,114,95,4,4,No
1532,US,4026744,no,18,150,25,15,84,112,7,0,No
1533,India,4002181,yes,0,242,41,19,80,96,5,2,No
1534,India,3661613,no,0,259,44,15,125,78,6,1,No
1535,US,3478205,no,0,222,38,16,89,81,8,2,Yes
1536,US,3282982,no,0,69,12,16,109,102,5,0,Yes
1537,UAE,3848723,yes,21,157,27,18,125,81,3,4,No
1538,US,3417686,no,0,61,10,8,88,114,3,5,No
1539,UAE,3536038,yes,0,245,42,9,101,116,5,0,Yes
1540,UAE,4168827,no,0,102,17,11,104,93,10,3,Yes
1541,US,4188450,no,36,231,39,14,121,87,4,3,Yes
1542,India,3857861,yes,0,227,39,18,120,113,3,0,Yes
1543,India,3933507,no,0,193,33,13,86,105,6,1,Yes
1544,UAE,3725262,no,0,163,28,18,109,66,2,1,Yes
1545,India,4113095,no,38,219,37,15,73,91,1,2,Yes
1546,US,3315919,no,0,137,23,14,119,72,4,1,Yes
1547,US,4021556,no,0,88,15,24,97,93,10,1,Yes
1548,US,3497362,no,0,271,46,15,133,105,5,1,Yes
1549,UAE,3392734,no,0,103,18,16,125,125,3,1,Yes
1550,UAE,3304914,no,0,52,9,19,113,95,2,2,Yes
1551,US,3712500,no,0,165,28,23,109,93,3,0,No
1552,UAE,3353681,no,0,148,25,16,97,68,3,2,Yes
1553,US,4051132,no,0,218,37,18,95,70,7,0,Yes
1554,US,3999239,no,0,236,40,12,85,97,10,1,Yes
1555,India,3507227,no,22,205,35,12,121,103,5,2,Yes
1556,UAE,3846654,no,0,178,30,21,123,105,2,0,Yes
1557,US,3764271,no,32,130,22,21,77,87,5,2,Yes
1558,US,3918124,no,34,104,18,20,78,102,4,2,Yes
1559,US,3932524,no,0,240,41,15,104,118,3,2,Yes
1560,UAE,3844385,no,0,148,25,23,90,101,4,0,Yes
1561,UAE,3778266,no,0,149,25,18,65,86,2,2,Yes
1562,US,3451243,no,0,191,32,11,113,117,1,0,Yes
1563,US,3948086,no,39,219,37,10,94,121,4,1,Yes
1564,India,3489145,no,0,98,17,17,82,78,0,1,Yes
1565,US,3765201,no,0,129,22,10,94,132,5,0,Yes
1566,US,3562093,no,38,237,40,17,68,102,10,2,Yes
1567,US,3532080,no,0,86,15,19,91,110,16,0,Yes
1568,US,3977500,no,27,141,24,14,94,101,2,1,Yes
1569,US,4145786,no,31,194,33,15,84,110,3,0,Yes
1570,US,3884282,no,0,168,28,13,90,107,3,2,Yes
1571,UAE,4155132,no,0,235,40,14,94,72,4,1,Yes
1572,India,3524541,no,0,154,26,17,85,97,9,1,Yes
1573,US,3735928,no,14,143,24,14,91,77,1,1,Yes
1574,US,4067737,yes,40,216,37,21,90,99,4,1,Yes
1575,India,3327607,no,35,162,28,13,82,131,2,1,Yes
1576,UAE,3597788,no,0,119,20,17,57,100,6,3,Yes
1577,UAE,3841549,no,0,179,30,17,132,116,10,1,Yes
1578,US,3528508,no,0,148,25,18,99,80,5,2,Yes
1579,US,4041002,no,38,209,36,10,73,105,4,2,Yes
1580,US,4142905,no,29,244,42,27,89,83,6,0,Yes
1581,US,3809849,no,34,175,30,22,122,76,11,1,Yes
1582,India,3876498,no,0,151,26,10,95,96,2,1,Yes
1583,US,3606024,no,25,197,34,25,113,73,2,0,Yes
1584,India,3525815,no,0,164,28,12,111,82,5,1,Yes
1585,US,3662273,no,0,237,40,17,113,78,7,2,No
1586,US,4149119,no,0,82,14,14,80,70,4,1,Yes
1587,US,4098796,no,0,216,37,13,115,74,4,1,Yes
1588,US,3372442,yes,0,180,31,17,126,70,3,1,Yes
1589,US,4041931,no,0,144,24,15,108,95,6,1,Yes
1590,US,3679765,no,39,198,34,24,132,73,7,1,Yes
1591,US,3787299,no,29,186,32,19,113,120,5,2,Yes
1592,UAE,4105192,no,0,138,23,14,80,126,10,3,Yes
1593,US,4051108,yes,0,274,47,24,103,90,7,1,No
1594,US,3921734,no,31,125,21,12,108,68,2,3,Yes
1595,US,3956030,no,0,179,30,14,84,65,4,3,Yes
1596,India,3305168,no,49,215,37,17,89,139,5,0,Yes
1597,UAE,3343142,no,0,163,28,17,102,109,4,2,Yes
1598,US,3629983,no,29,164,28,11,112,95,2,2,Yes
1599,India,4142606,no,0,190,32,17,100,93,3,1,Yes
1600,US,4024501,no,26,155,26,20,133,100,4,0,Yes
1601,India,3872604,yes,0,242,41,30,102,93,3,0,No
1602,US,4003343,yes,44,254,43,15,108,129,4,3,Yes
1603,India,3532450,no,33,112,19,18,112,83,4,2,Yes
1604,UAE,4062032,no,0,116,20,23,83,90,5,3,Yes
1605,US,4094462,no,0,137,23,18,114,120,4,1,Yes
1606,US,3925941,no,0,198,34,20,144,99,3,0,Yes
1607,US,3349182,no,19,133,23,17,101,78,7,3,Yes
1608,UAE,3463445,no,25,220,37,18,99,88,8,2,Yes
1609,US,3689507,no,0,170,29,20,112,83,4,0,Yes
1610,UAE,3823966,yes,0,160,27,25,103,90,5,4,Yes
1611,US,3345844,no,20,95,16,14,92,79,2,0,Yes
1612,US,3629411,no,0,160,27,22,120,107,1,2,Yes
1613,US,3903565,no,0,195,33,20,106,92,2,3,Yes
1614,US,4174810,no,0,236,40,24,120,94,4,1,No
1615,UAE,3843389,no,0,157,27,18,36,77,3,2,Yes
1616,US,4149717,no,0,180,31,15,86,97,4,0,Yes
1617,US,3571700,yes,0,148,25,14,113,103,4,0,Yes
1618,US,3767207,no,39,183,31,18,111,109,6,1,Yes
1619,US,3687706,no,0,119,20,14,110,119,6,4,No
1620,UAE,3464216,no,35,224,38,16,99,100,2,0,Yes
1621,India,3709533,no,21,20,3,12,109,111,1,0,Yes
1622,US,3721493,no,0,185,31,21,101,113,8,1,Yes
1623,UAE,3876031,no,0,176,30,17,104,123,5,1,Yes
1624,US,3666248,no,0,242,41,14,133,122,2,2,Yes
1625,India,3693756,no,38,225,38,25,131,61,6,0,Yes
1626,India,3631719,no,0,207,35,17,82,83,4,1,Yes
1627,UAE,4026666,no,0,197,33,14,110,98,7,2,Yes
1628,India,4089779,no,0,111,19,10,90,114,9,1,Yes
1629,India,4072441,no,0,123,21,23,103,71,3,2,Yes
1630,India,3845027,no,0,227,39,17,122,121,5,2,Yes
1631,India,3803161,no,0,187,32,12,128,108,8,2,Yes
1632,US,3608135,no,0,171,29,16,129,91,6,0,Yes
1633,US,3995426,no,0,205,35,14,80,89,3,0,Yes
1634,US,3852564,no,0,166,28,20,97,120,5,2,Yes
1635,India,3378618,no,0,154,26,17,121,100,3,4,No
1636,India,3548491,no,29,158,27,27,81,96,6,1,Yes
1637,US,3946278,no,0,225,38,18,120,95,2,2,Yes
1638,UAE,4052276,no,0,159,27,15,88,71,2,6,No
1639,India,3761000,no,0,173,29,12,90,99,1,2,Yes
1640,US,3971659,no,0,223,38,15,85,111,3,3,Yes
1641,US,3793953,yes,0,214,36,20,94,75,3,1,Yes
1642,UAE,4186512,no,0,55,9,15,103,125,3,1,Yes
1643,UAE,3925296,no,0,134,23,15,94,79,3,3,Yes
1644,India,3553814,no,0,185,31,15,84,95,6,1,Yes
1645,US,3752098,no,36,283,48,24,86,129,3,3,Yes
1646,India,3727990,no,0,292,50,18,134,119,2,0,No
1647,UAE,3564558,no,0,223,38,9,98,78,4,1,Yes
1648,India,3985788,no,0,175,30,20,136,110,5,0,Yes
1649,UAE,3904003,no,0,68,12,16,110,139,4,0,Yes
1650,UAE,3328103,no,31,273,46,18,98,114,2,1,Yes
1651,US,4069926,yes,0,225,38,9,87,132,9,1,No
1652,US,4182402,no,23,283,48,14,74,104,6,1,Yes
1653,India,3843299,yes,0,131,22,19,106,103,2,1,No
1654,India,3789090,no,12,90,15,12,73,114,2,1,Yes
1655,India,3506473,no,0,127,22,21,106,75,3,3,Yes
1656,US,3794583,no,28,106,18,20,107,120,5,1,Yes
1657,UAE,4115078,no,0,142,24,13,113,75,11,2,Yes
1658,India,3474982,no,0,191,33,12,94,107,3,2,Yes
1659,UAE,3419274,no,36,202,34,13,75,92,5,0,Yes
1660,US,3537461,no,0,247,42,16,60,112,2,3,Yes
1661,UAE,3717366,no,38,242,41,14,144,108,1,1,Yes
1662,US,3957923,yes,0,127,22,19,115,95,5,5,No
1663,UAE,3518398,no,0,162,28,21,120,83,7,1,Yes
1664,US,3292204,no,33,179,30,20,102,96,1,2,Yes
1665,US,4077507,no,31,197,34,10,110,101,4,3,Yes
1666,US,4058075,no,0,148,25,26,67,79,4,2,Yes
1667,US,3909698,no,0,193,33,15,105,119,1,0,Yes
1668,UAE,4034917,no,0,172,29,15,87,130,6,1,Yes
1669,UAE,3916709,no,35,199,34,23,74,130,10,1,Yes
1670,US,3895988,no,24,122,21,16,76,98,3,1,Yes
1671,US,3721534,no,0,130,22,24,60,74,6,2,Yes
1672,India,3956369,no,0,203,35,14,61,105,3,2,Yes
1673,US,4003197,no,0,175,30,24,122,80,8,5,Yes
1674,India,3774169,yes,0,241,41,20,96,67,1,1,No
1675,US,3845343,no,0,142,24,19,100,71,3,0,Yes
1676,UAE,3384472,no,0,135,23,14,78,123,5,2,Yes
1677,US,3322126,no,0,163,28,21,51,77,10,1,Yes
1678,UAE,3492157,no,0,146,25,19,110,91,8,1,Yes
1679,India,3934823,no,0,330,56,18,120,102,6,0,No
1680,India,3852683,no,0,195,33,16,131,106,1,2,Yes
1681,India,3458350,no,0,132,22,23,106,105,4,1,Yes
1682,UAE,3344506,no,29,150,26,14,75,55,3,1,Yes
1683,US,3323544,no,30,197,33,21,140,118,4,2,Yes
1684,India,3805102,no,0,100,17,12,96,99,4,2,Yes
1685,US,3956149,no,0,144,24,12,86,83,5,3,Yes
1686,UAE,3988122,no,40,232,39,18,91,74,3,2,Yes
1687,US,3344438,no,0,38,6,13,105,111,5,3,Yes
1688,US,3847459,no,0,73,12,16,103,110,4,3,Yes
1689,UAE,3683931,no,39,95,16,19,91,65,5,1,Yes
1690,US,3531352,no,15,222,38,18,115,109,9,1,Yes
1691,US,3485725,no,0,269,46,20,120,61,4,2,No
1692,US,3652008,no,0,268,46,16,111,88,7,1,No
1693,US,3933635,no,27,199,34,21,105,124,5,1,Yes
1694,US,3808727,no,0,116,20,19,111,98,7,7,No
1695,US,3812376,no,0,202,34,17,102,120,5,2,Yes
1696,India,3658114,no,0,216,37,17,81,107,6,1,Yes
1697,UAE,4155008,no,0,170,29,18,121,79,2,1,Yes
1698,India,3928318,no,0,202,34,14,116,80,4,0,Yes
1699,UAE,4014007,no,0,221,38,14,140,84,3,4,Yes
1700,India,3387709,no,32,219,37,10,61,85,5,2,Yes
1701,US,3741981,no,0,294,50,23,71,76,10,2,No
1702,US,3335101,no,0,120,20,20,84,74,3,4,No
1703,US,3453734,no,26,176,30,18,84,105,2,2,Yes
1704,India,3845004,no,0,279,47,20,90,90,5,1,No
1705,UAE,3419396,no,29,236,40,16,114,105,2,3,Yes
1706,US,4086302,no,0,274,47,10,156,117,3,1,Yes
1707,UAE,3487193,no,0,131,22,14,94,88,9,5,No
1708,US,4174063,no,23,167,28,22,129,110,3,4,Yes
1709,UAE,3756911,no,0,198,34,21,53,67,3,3,Yes
1710,US,3583604,no,0,170,29,20,71,115,7,2,Yes
1711,US,3397485,yes,17,225,38,15,88,99,4,0,Yes
1712,UAE,3683078,no,0,175,30,18,114,116,5,4,Yes
1713,India,4187055,no,0,130,22,15,80,87,3,5,No
1714,US,3869981,no,0,200,34,9,104,82,2,3,Yes
1715,India,3662541,no,36,96,16,22,105,109,4,0,Yes
1716,India,3353110,no,25,153,26,21,67,74,2,1,Yes
1717,India,4007809,no,0,130,22,18,133,93,3,1,Yes
1718,US,4043106,yes,0,268,46,13,131,84,8,2,No
1719,US,3332337,no,0,189,32,13,115,88,5,2,Yes
1720,UAE,3536482,no,0,171,29,14,111,131,1,1,Yes
1721,US,3978162,no,0,191,33,17,116,76,3,1,Yes
1722,India,3806722,no,0,75,13,15,113,134,1,1,Yes
1723,India,3292918,no,0,150,25,23,75,75,7,2,Yes
1724,India,3488022,no,0,116,20,9,56,77,4,1,Yes
1725,UAE,3884459,no,0,129,22,17,105,131,4,2,Yes
1726,India,3583114,no,0,132,22,18,103,126,5,1,Yes
1727,US,3439654,no,0,101,17,14,119,53,2,1,Yes
1728,US,4019909,no,23,149,25,20,67,76,5,4,Yes
1729,US,4049978,no,36,97,16,15,105,85,4,2,Yes
1730,UAE,3978011,no,0,108,18,22,46,131,3,2,Yes
1731,US,3418719,no,0,233,40,26,111,104,7,0,No
1732,US,4081242,no,43,121,21,22,115,100,5,3,Yes
1733,India,4067726,no,0,124,21,23,99,83,6,0,Yes
1734,US,3512773,no,0,158,27,25,100,99,3,1,Yes
1735,UAE,3686174,no,0,124,21,18,88,93,1,0,Yes
1736,US,3345029,no,0,286,49,17,74,141,6,1,No
1737,US,4131789,no,0,142,24,17,101,60,6,0,Yes
1738,UAE,4141246,no,25,173,29,21,64,99,3,0,Yes
1739,US,3304978,no,0,269,46,26,147,140,1,2,No
1740,US,3861631,no,31,219,37,11,103,105,6,0,Yes
1741,US,3631208,no,0,255,43,17,83,78,5,3,Yes
1742,US,3345263,no,0,42,7,18,95,55,5,1,Yes
1743,US,3614137,no,0,261,44,22,78,123,2,1,Yes
1744,UAE,3748187,no,26,239,41,22,88,132,3,0,Yes
1745,India,3701525,no,0,227,39,14,129,117,1,0,Yes
1746,UAE,3553801,no,0,179,30,18,89,98,6,1,No
1747,India,3925605,no,0,158,27,17,103,132,5,1,Yes
1748,India,3631366,no,23,176,30,22,136,154,7,1,Yes
1749,US,3585274,no,0,157,27,14,112,102,3,3,Yes
1750,India,3769607,no,0,113,19,14,95,126,2,1,No
1751,US,3741213,no,0,183,31,21,63,103,2,1,Yes
1752,US,4218537,yes,0,161,27,11,83,98,3,0,No
1753,US,3515576,no,0,143,24,18,102,120,2,2,Yes
1754,US,4077258,yes,0,191,32,22,108,111,2,2,No
1755,UAE,4054420,yes,15,159,27,15,120,82,5,1,Yes
1756,UAE,3402855,yes,39,154,26,10,111,103,6,1,Yes
1757,UAE,3428002,yes,0,181,31,15,94,114,6,2,Yes
1758,UAE,3556826,no,0,203,34,19,90,108,7,0,Yes
1759,US,4023886,no,35,191,32,22,93,108,6,0,Yes
1760,US,3365900,no,0,205,35,20,109,95,6,2,Yes
1761,US,3397684,no,28,236,40,20,113,127,2,1,Yes
1762,India,3902433,no,0,189,32,13,128,83,3,0,Yes
1763,UAE,3607246,no,42,167,28,23,84,106,1,1,Yes
1764,US,3356508,no,0,245,42,22,83,91,4,0,No
1765,US,3486720,no,0,133,23,19,67,101,2,4,No
1766,US,4066400,no,0,182,31,12,121,96,7,2,Yes
1767,India,3907370,no,14,192,33,8,90,120,3,2,Yes
1768,India,3905055,yes,0,122,21,19,100,124,2,2,No
1769,UAE,4057542,no,0,193,33,21,81,79,2,2,Yes
1770,US,3644927,no,0,159,27,19,114,106,3,0,Yes
1771,US,3293458,no,39,92,16,19,113,99,8,2,Yes
1772,India,3313842,no,0,154,26,17,88,89,10,1,Yes
1773,US,3434147,yes,40,222,38,13,74,124,3,1,Yes
1774,US,3352274,no,0,245,42,14,117,87,1,1,Yes
1775,UAE,3433227,no,24,240,41,24,65,106,4,0,Yes
1776,US,3366907,no,0,172,29,20,100,109,5,0,Yes
1777,US,3311391,no,0,243,41,21,97,80,3,3,No
1778,India,3601643,no,39,118,20,14,60,113,10,2,Yes
1779,India,4102518,no,0,175,30,22,71,120,7,1,Yes
1780,India,3444970,no,0,157,27,19,85,129,7,1,Yes
1781,US,4081486,no,21,192,33,20,81,125,3,1,Yes
1782,India,3961648,no,0,218,37,14,60,99,1,1,Yes
1783,US,3912022,no,29,145,25,12,102,148,3,1,Yes
1784,US,4206465,yes,0,154,26,20,85,92,4,0,No
1785,India,3982628,no,29,136,23,19,101,92,6,2,Yes
1786,India,4095519,no,0,161,27,12,106,144,5,0,Yes
1787,UAE,3918554,no,31,203,34,21,108,77,2,1,Yes
1788,India,3951693,no,34,152,26,19,91,103,5,1,Yes
1789,India,3933194,no,0,227,39,6,135,99,7,0,Yes
1790,UAE,3283402,no,0,192,33,17,108,123,3,2,Yes
1791,India,4114781,no,0,139,24,18,102,91,3,1,Yes
1792,UAE,4012581,no,0,127,22,18,107,99,6,0,Yes
1793,US,3851214,no,0,169,29,22,105,123,4,1,Yes
1794,US,3486853,no,0,287,49,19,108,107,5,1,No
1795,US,3418412,no,29,165,28,22,108,131,4,1,Yes
1796,US,3308142,no,0,144,24,12,91,129,4,1,Yes
1797,US,3611404,no,47,142,24,18,130,95,11,0,Yes
1798,US,3759671,no,0,204,35,21,123,94,4,1,Yes
1799,India,3721824,no,0,163,28,14,90,90,10,1,Yes
1800,India,4083606,no,0,225,38,21,111,93,4,0,Yes
1801,US,3333595,no,0,176,30,17,130,96,6,2,Yes
1802,US,3797009,no,36,254,43,19,105,125,7,5,Yes
1803,India,4114940,no,0,175,30,22,75,93,5,1,Yes
1804,US,4097523,yes,0,187,32,14,111,112,2,0,No
1805,US,4086725,no,0,212,36,20,137,99,9,3,Yes
1806,US,3502384,no,0,242,41,11,117,92,6,0,Yes
