,Kid home,Teen home,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Prods,Num Deals Purchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Income
1216,0,1,97,1,19,2,0,11,1,3,0,0,64,2232,55249
1217,0,0,997,15,414,99,30,76,1,2,0,0,48,2427,84906
1218,1,0,5,4,13,8,0,4,1,8,0,0,31,2519,28691
1219,1,1,95,11,35,0,4,7,4,6,0,0,68,2371,44213
1220,1,0,1,6,2,3,6,3,1,7,0,0,36,2321,25707
1221,2,1,46,1,12,3,0,9,2,4,0,0,53,2428,59062
1222,0,1,411,106,147,54,115,66,1,1,0,0,58,2195,76624
1223,0,0,244,51,270,101,0,45,1,1,0,0,73,2229,66000
1224,1,0,152,9,121,12,12,45,4,8,0,0,42,2853,27683
1225,0,0,1,1,3,1,1,1,15,20,0,0,49,2201,1730
1226,1,0,10,17,18,8,26,40,4,9,0,0,28,2732,7500
1227,1,1,12,0,5,0,0,4,1,5,0,0,52,2609,40521
1228,1,0,5,0,4,0,0,1,1,8,0,0,47,2256,20427
1229,0,1,790,19,133,12,0,19,3,6,0,0,45,2195,65106
1230,0,0,882,29,514,38,29,44,1,3,0,1,55,2465,69969
1231,0,2,615,28,259,12,48,30,4,4,0,0,68,2507,67433
1232,0,1,1004,59,265,115,59,27,2,6,0,1,53,2651,77766
1233,0,1,133,27,421,13,195,71,2,4,0,0,48,2449,74716
1234,0,1,595,23,123,10,23,154,2,6,0,0,57,2413,68118
1235,1,1,293,0,87,4,11,23,4,7,0,1,50,2858,55158
1236,0,1,313,15,47,20,0,192,2,6,0,1,65,2854,62972
1237,0,1,151,81,86,168,91,64,2,2,0,0,45,2207,74190
1238,1,1,15,0,2,0,0,6,1,6,0,0,44,2261,39356
1239,0,0,736,63,946,219,189,126,1,2,0,0,51,2476,76653
1240,1,1,15,0,8,4,2,20,2,5,0,0,47,2200,35860
1241,0,0,982,17,672,23,34,51,1,2,0,1,37,2562,90687
1242,0,0,1142,51,415,90,69,37,1,3,0,0,38,2365,73450
1243,1,1,28,0,11,0,0,9,3,8,0,0,60,2517,31454
1244,1,1,46,0,12,0,2,23,2,7,0,1,68,2274,47139
1245,0,0,897,161,430,186,161,27,0,1,0,1,45,2423,83829
1246,1,1,489,6,152,8,6,132,10,8,0,1,57,2802,53378
1247,1,0,25,4,9,6,8,32,3,7,0,0,50,2665,19656
1248,0,1,145,1,33,2,1,1,1,6,0,0,72,2472,45579
1249,0,0,630,26,611,44,18,54,1,2,0,0,62,2167,85485
1250,0,0,760,38,104,50,9,38,2,4,0,0,76,2242,55956
1251,0,1,420,15,186,151,38,15,3,3,0,0,57,2682,64191
1252,1,0,125,17,52,3,19,30,4,8,0,1,48,2831,38808
1253,1,1,464,5,64,7,0,70,8,8,0,0,54,2626,57183
1254,1,0,6,6,29,12,15,8,3,8,0,0,52,2744,23748
1255,0,1,1090,12,96,16,12,60,4,8,0,0,49,2647,66303
1256,1,0,3,2,11,2,2,10,1,6,0,0,45,2354,37368
1257,1,2,24,0,27,8,30,10,2,7,1,0,56,2703,40800
1258,0,0,737,21,106,55,63,210,0,3,0,0,42,2805,71847
1259,0,1,254,6,71,4,0,27,5,5,0,0,45,2371,46149
1260,0,0,817,185,687,145,55,241,1,2,0,1,37,2848,78687
1261,0,0,620,54,239,99,98,119,2,7,0,1,49,2839,49118
1262,1,1,13,4,20,0,0,1,2,9,0,0,63,2806,37633
1263,0,0,113,61,204,34,26,47,2,8,0,0,69,2502,39767
1264,0,0,7,23,78,133,49,144,2,7,0,0,69,2760,26997
1265,1,0,16,2,18,2,1,5,1,7,0,0,50,2631,33986
1266,0,1,462,0,24,6,0,4,2,7,0,1,48,2742,57091
1267,1,1,22,2,10,6,4,34,2,4,0,0,51,2545,46831
1268,0,0,968,147,842,137,42,210,1,2,0,1,48,2663,83151
1269,0,0,283,112,151,51,72,125,2,6,0,0,49,2705,52531
1270,0,0,1,2,5,6,0,3,1,7,0,0,64,2456,15759
1271,1,0,14,1,7,2,1,1,1,9,0,0,49,2492,22804
1272,1,0,30,5,24,6,3,8,2,5,0,0,47,2262,43050
1273,1,1,4,0,5,0,1,5,1,7,0,0,43,2363,42997
1274,1,1,52,0,9,0,0,1,2,4,0,0,57,2237,48918
1275,0,1,62,1,57,19,11,48,2,2,0,0,66,2251,60033
1276,1,0,20,2,14,3,0,10,1,9,0,0,42,2406,34043
1277,0,1,545,7,114,37,21,78,5,5,0,0,54,2529,57811
1278,0,0,558,79,622,207,175,95,1,1,0,1,74,2289,78569
1279,1,1,6,5,4,13,4,25,4,6,0,0,42,2708,7500
1280,0,0,1111,24,790,160,45,172,0,2,0,1,67,2641,94384
1281,0,0,4,6,8,6,3,10,1,7,0,0,35,2290,23148
1282,1,1,183,5,65,3,5,49,5,9,0,0,50,2648,44267
1283,0,0,546,72,376,94,145,72,1,3,0,0,41,2764,71626
1284,0,1,606,7,155,10,0,54,5,7,0,0,54,2525,60894
1285,1,1,266,6,51,8,6,64,6,8,0,0,44,2611,50200
1286,0,0,1142,29,249,38,29,14,1,2,0,0,55,2196,81051
1287,0,0,1074,0,69,0,0,46,1,6,0,1,38,2325,65169
1288,0,1,771,51,154,54,10,154,7,6,0,0,48,2501,59868
1289,0,1,371,32,189,0,58,6,2,4,0,0,60,2308,65695
1290,0,0,556,14,717,210,0,43,1,4,0,0,64,2742,64857
1291,0,1,202,5,74,11,5,14,3,7,0,0,55,2466,45143
1292,0,1,209,162,209,41,162,37,5,2,0,0,65,2394,74805
1293,1,0,35,40,111,36,40,12,3,4,0,0,31,2328,59060
1294,1,1,37,0,17,0,0,3,3,9,0,0,58,2594,27238
1295,0,1,171,45,73,59,10,90,4,4,0,0,55,2430,47009
1296,1,1,12,2,20,3,2,5,1,7,0,0,47,2178,46094
1297,1,1,44,4,21,6,0,27,2,7,0,0,48,2494,40321
1298,1,0,20,2,9,4,6,20,1,4,0,0,36,2307,37235
1299,0,0,779,86,537,34,69,138,1,3,0,0,60,2592,81843
1300,0,1,170,6,97,24,12,88,3,6,0,0,62,2547,46692
1301,0,1,491,48,231,112,105,134,2,1,0,0,52,2332,77382
1302,2,0,173,8,107,7,2,176,4,9,1,1,43,2823,37774
1303,1,0,7,10,13,16,0,4,2,8,0,0,46,2251,18393
1304,0,1,1205,0,235,19,14,205,6,7,0,0,58,2659,72828
1305,0,0,10,7,25,6,3,7,1,7,0,0,38,2231,24711
1306,1,0,97,4,44,6,1,18,1,5,0,0,45,2436,45503
1307,0,0,67,11,26,4,3,262,0,17,0,0,38,2358,6560
1308,0,0,345,53,528,98,75,97,1,4,0,1,75,2383,71604
1309,1,0,6,5,17,3,24,46,2,7,0,0,41,2273,27244
1310,1,1,73,57,100,71,15,0,5,9,0,1,51,2723,48752
1311,0,1,711,36,217,172,96,168,3,4,0,0,58,2443,71434
1312,0,0,774,70,118,182,187,93,1,1,0,0,72,2494,90842
1313,1,0,163,0,480,0,126,75,1,9,0,1,42,2839,88097
1314,0,1,82,33,54,71,30,41,2,5,0,0,45,2444,51948
1315,0,0,358,108,413,141,97,32,1,1,0,0,38,2576,71853
1316,0,0,66,2,40,4,3,14,1,6,0,0,37,2229,35876
1317,0,1,13,6,7,0,3,3,1,6,0,0,68,2415,40049
1318,1,0,139,13,78,20,13,36,3,9,0,1,38,2849,39660
1319,0,1,274,0,21,4,6,15,1,6,0,0,58,2190,50127
1320,0,1,262,6,61,0,10,102,3,5,0,0,43,2744,43263
1321,1,1,1099,0,45,0,0,34,11,8,0,1,71,2795,62845
1322,0,0,32,0,8,23,4,18,1,6,0,0,30,2657,18929
1323,1,0,2,4,2,0,11,5,1,9,0,0,38,2625,24367
1324,1,0,6,10,21,19,14,42,2,6,0,0,45,2653,33249
1325,0,1,6,7,4,3,4,6,1,6,0,0,61,2663,26887
1326,0,0,135,46,92,65,61,11,2,5,0,0,37,2533,50150
1327,0,1,641,7,84,0,30,38,3,6,0,0,44,2461,62061
1328,0,0,714,76,395,116,0,12,1,1,0,1,58,2581,85696
1329,0,0,794,73,573,0,29,14,1,2,0,0,64,2615,76542
1330,0,0,420,0,452,182,64,140,1,2,0,1,27,2410,70515
1331,1,0,1,2,7,4,3,11,1,8,0,0,33,2757,18227
1332,0,1,86,12,75,33,15,6,1,4,0,0,55,2312,69139
1333,0,0,823,25,459,124,29,95,1,4,0,1,38,2756,69109
1334,0,1,231,161,215,171,30,53,2,5,0,0,58,2628,69627
1335,1,0,8,15,27,0,20,33,2,8,0,0,42,2592,38136
1336,0,0,182,17,259,77,70,29,1,4,0,0,74,2221,62159
1337,0,0,557,129,984,193,37,18,1,2,0,0,57,2341,80695
1338,1,1,79,1,31,4,4,12,3,6,0,0,49,2427,33316
1339,1,1,368,24,68,38,0,88,6,7,0,0,52,2800,58554
1340,1,0,6,4,14,8,8,22,2,8,0,0,28,2377,17256
1341,1,1,160,15,196,15,11,50,8,8,0,0,46,2554,53034
1342,0,0,488,21,238,56,108,28,1,6,0,0,70,2857,52203
1343,0,1,691,7,69,0,7,23,4,8,0,0,43,2498,59601
1344,0,1,543,10,205,160,143,82,1,3,0,1,62,2822,75154
1345,0,1,254,7,108,20,0,26,3,6,0,0,44,2393,47025
1346,1,0,5,4,10,2,2,7,1,8,0,0,47,2375,37971
1347,1,0,112,19,21,16,14,5,3,7,0,0,52,2344,41335
1348,0,1,134,11,59,15,2,30,1,2,0,0,62,2206,67267
1349,0,1,143,6,52,11,8,17,2,5,0,0,45,2220,57338
1350,1,1,51,4,24,4,7,1,2,6,0,0,60,2345,50523
1351,2,1,27,0,5,0,0,3,2,8,0,0,55,2578,35791
1352,0,1,459,0,24,6,0,4,6,6,0,0,60,2792,50611
1353,0,1,689,8,167,11,8,88,5,6,0,0,51,2642,56242
1354,0,1,283,10,38,0,13,27,4,8,0,0,60,2733,48904
1355,1,2,347,0,35,4,3,7,6,5,0,0,45,2340,56243
1356,1,0,5,13,14,0,5,31,2,6,0,1,35,2472,21355
1357,0,1,280,0,18,0,0,24,3,7,0,0,49,2528,57420
1358,0,1,95,14,64,2,9,38,1,7,0,0,65,2214,46390
1359,1,1,84,10,34,11,10,28,4,6,0,0,64,2520,54342
1360,1,0,18,3,17,3,0,4,1,9,0,0,47,2790,20895
1361,0,0,992,24,694,51,19,119,0,1,0,0,72,2324,92344
1362,1,1,9,1,7,0,3,2,2,7,0,0,44,2472,26907
1363,1,1,19,1,17,2,0,2,1,8,0,0,40,2719,44964
1364,0,0,709,93,374,104,80,80,1,3,0,0,41,2217,75507
1365,1,1,158,0,76,13,7,71,6,5,0,0,48,2420,53761
1366,1,0,10,14,29,4,2,36,3,4,0,0,47,2428,22682
1367,1,0,25,1,13,0,0,3,1,7,0,0,48,2278,38887
1368,1,1,8,4,12,15,4,29,2,4,0,0,45,2756,41658
1369,1,0,14,0,6,0,0,0,2,5,0,0,48,2204,29791
1370,0,2,622,7,115,30,0,15,2,5,0,0,64,2493,63915
1371,1,1,11,0,3,0,0,1,1,6,0,0,46,2197,39996
1372,1,0,25,3,16,8,5,2,2,6,0,0,48,2301,26759
1373,0,1,635,15,100,20,7,131,1,6,0,0,52,2593,63841
1374,1,1,100,64,79,65,0,109,2,7,0,0,51,2725,51039
1375,1,1,201,2,43,3,5,35,4,6,0,0,59,2832,60544
1376,0,1,642,14,49,0,7,57,1,5,0,0,48,2251,65685
1377,0,1,97,1,41,6,2,41,2,7,0,0,67,2228,37716
1378,0,1,204,5,39,17,0,89,3,8,0,1,63,2844,36864
1379,1,0,513,7,133,46,14,14,6,8,0,0,50,2784,44511
1380,1,1,88,3,21,4,1,29,4,9,0,0,53,2850,36947
1381,0,1,172,12,112,8,0,15,4,7,0,0,69,2603,47352
1382,0,1,329,35,222,130,35,43,2,4,0,0,67,2353,67087
1383,0,1,296,13,104,11,13,17,3,3,0,0,70,2818,57045
1384,1,1,100,2,16,2,1,31,4,9,0,1,67,2820,36957
1385,0,1,422,7,238,69,46,15,1,4,0,0,43,2798,69389
1386,1,0,1218,16,272,104,0,80,2,6,0,1,48,2564,80134
1387,1,1,5,1,7,2,1,4,1,7,0,0,51,2290,43142
1388,0,0,507,93,520,242,40,26,1,1,0,1,76,2317,80589
1389,1,0,52,12,50,4,36,55,3,9,0,0,30,2660,34412
1390,1,0,191,56,139,51,8,100,4,4,0,0,41,2543,57537
1391,0,0,2,23,11,8,6,46,1,8,0,0,54,2688,22634
1392,0,0,68,28,39,16,30,41,1,2,0,0,72,2285,51315
1393,2,1,20,4,10,6,4,17,2,6,0,0,48,2264,36026
1394,1,1,20,3,16,0,4,1,3,6,0,0,47,2311,24639
1395,2,1,7,0,1,0,0,0,1,6,0,0,48,2238,34578
1396,0,0,279,172,74,38,8,246,1,1,0,0,48,2418,65704
1397,0,1,977,12,253,16,12,101,4,8,0,0,54,2754,63810
1398,0,1,30,1,8,0,0,3,1,7,0,0,51,2292,54132
1399,0,0,6,1,7,23,4,19,1,8,0,0,61,2707,18690
1400,1,0,3,18,26,11,8,12,3,7,0,0,50,2580,28164
1401,1,0,14,0,2,0,0,7,1,8,0,0,46,2601,34596
1402,1,0,10,1,7,0,0,1,1,8,0,0,48,2445,43269
1403,1,1,7,10,17,8,6,13,2,7,0,0,62,2250,38741
1404,0,0,33,87,64,175,16,74,1,7,0,0,48,2641,31907
1405,1,0,12,0,13,2,0,10,1,7,0,0,37,2609,27100
1406,1,0,2,3,10,11,2,10,1,6,0,0,47,2295,31163
1407,0,0,693,21,118,110,147,42,1,2,0,0,35,2351,92533
1408,1,1,9,3,15,2,3,2,2,6,0,0,47,2347,34853
1409,1,1,129,26,67,3,67,2,5,7,0,0,53,2401,70844
1410,1,1,16,2,11,3,0,16,2,8,0,0,41,2580,31086
1411,1,1,201,2,43,3,5,35,4,6,0,0,59,2832,60544
1412,0,0,5,4,5,4,2,10,1,7,0,0,34,2679,20491
1413,0,0,14,36,11,3,26,35,1,2,0,0,56,2226,42523
1414,1,0,29,12,59,19,1,36,2,8,0,0,37,2659,39922
1415,1,1,26,2,19,10,5,8,3,8,0,0,68,2505,33402
1416,1,1,9,1,4,3,2,3,1,6,0,0,71,2440,36408
1417,1,0,14,0,23,4,5,19,3,9,0,1,41,2823,21645
1418,0,0,972,19,595,180,26,138,3,3,0,1,72,2772,78427
1419,0,0,966,168,672,246,105,126,1,4,0,0,74,2434,82657
1420,0,0,99,27,102,28,48,6,1,1,0,0,62,2416,51876
1421,0,0,482,35,553,72,160,17,1,2,0,0,49,2719,78041
1422,0,1,714,8,99,11,0,47,4,8,0,0,63,2734,52852
1423,0,0,587,54,348,71,54,130,1,2,0,0,38,2406,70038
1424,0,1,399,27,159,58,8,39,4,2,0,0,47,2257,69401
1425,1,0,56,10,92,19,7,25,3,5,0,0,48,2656,46053
1426,0,0,227,151,573,98,54,31,1,1,0,0,55,2179,77343
1427,0,0,703,102,601,0,58,43,1,1,0,1,67,2387,73892
1428,1,0,37,0,17,0,0,3,1,7,0,0,53,2431,40304
1429,0,0,167,13,180,86,13,70,2,8,0,0,55,2829,32727
1430,0,0,458,81,356,106,50,40,1,2,0,0,51,2163,68695
1431,0,1,91,3,52,2,1,31,3,8,0,1,49,2783,43300
1432,1,1,15,8,16,11,5,22,4,6,0,0,48,2692,26290
1433,0,0,1302,68,731,89,114,45,0,2,0,1,50,2296,93790
1434,0,0,153,64,123,116,64,14,2,6,0,1,46,2812,38410
1435,0,1,508,5,21,7,5,10,4,5,0,0,70,2313,64866
1436,0,1,290,59,177,77,5,29,7,3,1,0,61,2473,57957
1437,1,1,38,0,2,0,0,6,1,7,0,0,65,2236,46015
1438,1,0,2,13,6,7,5,11,3,7,0,0,42,2170,16531
1439,1,0,30,0,10,2,0,5,1,7,0,0,34,2515,28072
1440,0,1,386,23,95,54,41,196,4,2,0,0,57,2533,49476
1441,0,1,443,10,75,0,10,48,4,8,0,0,67,2660,50725
1442,0,0,901,31,345,75,31,191,1,1,0,0,68,2572,83844
1443,1,1,9,0,3,0,0,1,1,3,0,0,70,2300,41145
1444,0,1,846,84,352,91,56,42,4,5,0,0,50,2688,67419
1445,1,1,8,3,9,19,4,22,3,6,0,0,50,2349,23162
1446,1,0,72,7,58,13,1,24,4,8,0,0,43,2582,34380
1447,0,1,29,0,5,0,1,5,1,5,0,0,54,2587,34704
1448,0,2,169,24,553,188,0,144,1,7,0,1,51,2825,94871
1449,0,1,460,35,422,33,12,153,2,4,0,0,62,2749,65148
1450,0,1,69,8,26,12,7,12,2,7,0,0,66,2661,39898
1451,0,0,556,14,717,210,0,43,1,4,0,0,64,2742,64857
1452,0,1,73,0,13,0,1,0,1,3,0,0,50,2398,59892
1453,0,0,112,1,54,7,7,36,1,3,0,0,33,2403,41020
1454,0,1,944,0,60,0,0,30,2,5,0,0,59,2315,57072
1455,0,1,265,199,303,234,9,170,7,7,0,0,41,2613,60474
1456,0,1,526,28,135,10,21,99,3,5,0,0,60,2826,62807
1457,1,0,2,3,12,3,5,7,1,8,0,0,39,2415,19414
1458,1,0,2,4,9,10,5,16,2,7,0,0,40,2470,19107
1459,0,1,378,97,259,197,194,34,2,4,0,0,44,2855,75484
1460,0,1,553,25,142,65,67,8,3,4,0,0,44,2642,70379
1461,0,0,751,127,687,20,15,31,1,2,0,0,50,2166,79419
1462,2,1,406,0,30,0,0,8,7,7,0,0,74,2178,64014
1463,0,1,1449,89,161,69,35,107,2,6,0,0,65,2693,76998
1464,1,0,123,17,171,39,0,30,5,6,0,0,48,2390,49854
1465,1,1,267,42,309,55,42,21,10,5,0,1,49,2529,60585
1466,1,1,209,0,40,3,2,15,4,8,0,0,70,2683,42873
1467,0,0,1259,172,815,97,148,33,1,4,0,1,32,2496,87679
1468,1,0,344,35,178,15,23,17,7,6,0,0,42,2430,57867
1469,1,0,22,3,30,0,5,15,2,6,0,0,30,2359,35765
1470,0,0,247,161,295,210,85,47,2,2,0,0,61,2313,65492
1471,1,0,38,0,12,3,1,1,1,7,0,0,43,2369,32952
1472,0,1,896,10,101,13,10,34,6,9,0,1,51,2841,53374
1473,0,1,931,56,253,91,98,14,4,5,0,0,61,2752,71706
1474,0,0,758,12,385,33,89,89,1,4,0,0,32,2691,68487
1475,1,1,216,9,57,20,9,125,7,5,0,0,45,2662,53253
1476,1,0,2,3,10,11,2,10,1,6,0,0,47,2295,31163
1477,1,0,244,15,108,4,15,50,6,8,0,1,43,2840,42014
1478,1,1,539,6,91,8,6,97,13,8,0,0,47,2760,54108
1479,0,0,1181,26,120,17,13,39,2,8,0,1,65,2837,49667
1480,0,0,750,8,125,11,8,26,1,2,0,0,46,2260,63206
1481,1,1,306,5,109,21,109,92,9,6,0,0,48,2514,57136
1482,0,1,350,104,189,197,151,57,6,8,0,0,45,2758,46772
1483,0,0,331,197,170,58,152,35,1,1,0,0,49,2406,78931
1484,0,1,620,16,165,0,24,82,5,5,0,0,62,2545,53977
1485,0,0,434,137,400,45,137,45,1,1,0,0,32,2306,84219
1486,1,1,57,0,27,0,0,36,4,8,0,0,45,2839,46098
1487,0,1,811,76,428,99,137,107,3,7,0,0,55,2740,73538
1488,0,0,423,42,706,73,197,197,1,2,0,0,34,2222,79529
1489,0,0,2,12,10,6,13,30,1,8,0,1,43,2584,20981
1490,1,0,60,51,87,6,20,51,2,5,0,0,40,2269,51766
1491,0,1,675,0,85,10,7,77,5,8,0,0,58,2737,55759
1492,1,0,30,8,12,8,8,12,1,5,0,0,42,2452,33039
1493,1,0,40,1,40,4,3,18,1,8,0,0,48,2441,37787
1494,1,0,3,17,26,20,1,39,2,9,0,1,50,2754,27242
1495,0,0,910,111,724,49,74,55,1,3,0,1,37,2550,87188
1496,0,0,252,98,827,219,70,196,1,3,0,0,49,2558,69930
1497,1,0,34,6,21,11,4,8,1,6,0,0,44,2301,37697
1498,1,0,19,3,19,3,1,3,2,7,0,0,47,2213,37401
1499,1,0,2,1,1,0,0,1,0,14,0,0,47,2601,3502
1500,1,1,490,0,184,10,28,21,12,7,0,0,44,2745,58597
1501,0,0,332,194,377,149,125,57,0,1,0,0,72,2244,82032
1502,1,1,53,8,17,13,0,21,3,7,0,0,62,2724,28087
1503,0,0,784,48,560,42,176,48,1,3,0,1,33,2284,74004
1504,0,1,7,11,3,10,4,20,2,5,0,0,60,2621,19740
1505,0,1,1171,43,219,19,14,47,4,9,0,0,45,2724,57036
1506,1,1,215,7,33,3,0,13,6,7,0,0,62,2569,53083
1507,0,1,674,62,134,0,26,8,4,5,0,0,45,2174,69283
1508,1,1,57,0,27,0,0,36,4,8,0,1,45,2839,46098
1509,1,0,5,36,7,0,10,45,2,8,0,0,32,2822,23331
1510,1,0,104,20,101,24,15,5,6,9,0,0,32,2791,23331
1511,1,0,9,0,7,2,0,4,1,8,0,0,31,2350,9255
1512,0,0,431,82,441,80,20,102,1,1,0,1,61,2363,67786
1513,0,1,1000,0,76,0,0,10,3,8,0,0,49,2780,71969
1514,1,0,448,40,469,80,0,91,3,7,0,0,53,2692,59235
1515,1,0,33,4,24,4,2,5,2,7,0,0,31,2252,31928
1516,1,1,505,72,270,36,27,54,4,5,0,0,59,2637,74881
1517,0,0,267,38,701,149,165,63,1,3,0,0,42,2736,65819
1518,1,2,14,0,3,0,0,1,1,5,0,0,67,2558,51411
1519,0,1,631,0,115,10,7,30,3,7,0,0,56,2826,51983
1520,1,0,65,4,16,0,4,11,1,8,0,0,34,2691,42386
1521,0,0,10,12,12,25,1,20,1,6,0,0,33,2459,30390
1522,0,0,51,4,50,12,1,49,1,8,0,1,57,2756,30983
1523,0,1,293,35,179,46,59,65,2,7,0,0,63,2684,66033
1524,1,1,11,1,2,2,1,6,1,6,0,0,45,2616,37284
1525,0,1,50,1,27,6,7,1,1,1,0,0,69,2419,57530
1526,0,0,173,26,255,35,71,81,1,1,0,0,55,2272,76800
1527,0,1,423,184,368,13,97,21,1,5,0,0,64,2824,63943
1528,0,0,292,30,415,63,33,200,1,2,0,0,58,2196,76081
1529,0,1,757,80,217,29,80,11,5,6,0,0,46,2845,67445
1530,1,1,12,1,6,0,1,5,2,7,0,0,53,2446,37054
1531,1,1,167,2,44,6,2,19,7,8,0,1,58,2768,47175
1532,1,0,3,1,3,8,0,5,1,7,0,0,44,2539,31859
1533,2,1,30,5,22,8,9,28,4,6,0,0,59,2681,27215
1534,0,1,532,88,168,69,44,133,3,5,0,0,44,2502,70179
1535,1,0,29,12,59,19,1,36,2,8,0,0,37,2659,39922
1536,0,2,411,0,26,0,0,21,6,7,0,0,44,2396,49681
1537,1,0,5,3,4,4,1,0,1,8,0,0,32,2764,24645
1538,0,1,71,99,278,185,121,38,1,1,0,0,66,2170,79865
1539,1,0,46,0,40,3,0,3,2,8,0,0,35,2172,44322
1540,0,1,268,11,88,15,3,22,2,5,0,0,68,2685,47958
1541,0,1,928,63,254,0,12,12,4,4,0,0,56,2733,63972
1542,0,1,459,15,171,142,23,31,2,2,0,0,66,2234,75315
1543,1,1,483,0,108,0,6,36,5,9,0,1,70,2799,55517
1544,1,2,733,9,180,12,19,66,11,4,0,0,63,2618,75283
1545,0,0,1006,22,115,59,68,45,1,3,0,1,74,2741,82800
1546,1,1,34,1,14,0,0,5,3,8,1,0,66,2762,38998
1547,0,0,1156,120,915,94,144,96,1,1,0,1,29,2295,90638
1548,1,0,7,4,23,7,0,11,1,7,0,0,34,2403,27161
1549,1,0,244,15,108,4,15,50,6,8,0,1,43,2840,42014
1550,0,1,233,0,23,0,0,12,4,8,0,0,60,2616,38201
1551,2,0,35,3,67,10,8,24,1,6,0,1,38,2257,45203
1552,0,0,1252,0,465,46,35,0,1,1,0,0,73,2221,81574
1553,0,0,34,4,66,3,10,20,1,7,0,0,28,2532,34935
1554,0,1,255,43,134,37,14,24,1,7,0,0,44,2681,60482
1555,2,1,8,1,5,0,0,1,1,6,0,0,64,2316,34633
1556,0,0,368,32,639,13,43,10,1,1,0,0,73,2359,78093
1557,0,0,255,47,573,52,32,15,1,1,0,0,70,2368,82460
1558,0,1,33,8,10,2,10,3,2,4,0,0,54,2226,45903
1559,0,0,163,23,424,27,65,76,1,1,0,1,33,2283,81361
1560,1,1,15,0,8,4,2,20,2,5,0,1,47,2200,35860
1561,1,1,45,12,52,25,22,13,4,7,0,1,68,2838,40442
1562,0,0,48,58,68,16,66,43,1,2,0,0,55,2161,61482
1563,1,0,158,6,45,8,2,2,7,7,0,0,40,2604,34968
1564,0,0,754,160,625,63,32,48,1,3,0,0,33,2346,75794
1565,0,1,108,1,28,13,1,4,2,8,0,0,58,2729,31497
1566,0,0,199,66,315,97,174,41,1,2,0,0,65,2659,74268
1567,1,0,2,7,5,2,15,27,1,9,0,0,32,2826,13724
1568,0,1,202,5,74,11,5,14,3,7,0,0,55,2466,45143
1569,0,1,85,0,3,0,0,7,1,3,0,0,53,2244,52569
1570,0,1,322,3,50,4,3,42,5,8,0,1,47,2778,48432
1571,1,1,18,2,19,0,2,6,5,7,0,0,60,2293,17144
1572,1,0,141,8,129,3,11,47,3,9,0,0,36,2416,36108
1573,1,0,739,107,309,140,80,35,1,6,0,0,49,2798,76445
1574,1,0,18,0,6,3,3,5,1,2,0,0,45,2224,36663
1575,0,1,378,0,88,19,4,73,4,7,0,0,55,2526,53843
1576,0,0,1083,108,649,253,151,108,1,2,0,0,64,2800,90226
1577,0,0,1016,12,215,16,12,63,1,3,0,0,65,2552,70638
1578,1,1,23,1,6,0,0,2,2,4,0,0,60,2462,44512
1579,1,1,12,1,21,2,2,3,2,7,0,0,59,2278,27116
1580,1,1,35,0,4,0,0,0,1,8,0,0,57,2496,54072
1581,0,1,548,31,422,0,112,28,4,3,0,0,43,2688,71855
1582,1,0,342,32,230,34,32,40,5,9,0,0,30,2615,51250
1583,0,1,365,3,15,4,3,11,5,6,0,0,47,2271,60432
1584,0,1,397,19,69,12,0,9,1,2,0,0,56,2238,65526
1585,0,0,456,19,832,75,118,38,1,3,0,0,32,2847,68655
1586,0,0,5,6,15,11,7,13,1,9,0,0,42,2731,12393
1587,0,0,836,185,575,24,25,77,1,4,0,1,30,2475,64509
1588,1,0,100,2,128,23,7,10,4,8,0,0,45,2483,33955
1589,1,1,10,0,10,3,1,7,2,8,0,1,43,2341,31353
1590,1,0,238,115,215,169,69,76,3,4,0,0,36,2426,55434
1591,1,0,6,0,5,2,1,2,1,7,0,0,37,2404,28359
1592,1,0,158,11,99,15,11,17,2,3,0,0,33,2201,57100
1593,0,1,86,12,75,33,15,6,1,4,0,0,55,2312,69139
1594,0,1,856,0,76,12,9,199,7,8,0,0,64,2757,52973
1595,0,1,98,1,17,0,1,5,1,7,0,0,55,2472,51717
1596,1,0,4,16,20,0,17,20,3,8,0,0,49,2692,18793
1597,0,0,398,96,447,220,96,32,1,3,0,0,38,2801,66664
1598,1,1,313,8,104,6,4,126,9,9,0,0,61,2688,50664
1599,1,1,109,18,16,24,26,18,4,4,0,0,57,2681,54414
1600,0,1,216,2,6,0,0,9,2,7,0,0,68,2277,54549
1601,0,1,595,71,153,120,112,41,6,9,0,0,49,2818,47111
1602,0,0,123,133,142,71,44,88,1,6,0,0,57,2628,41003
1603,1,0,16,0,23,3,2,10,3,7,0,1,38,2286,19444
1604,1,0,11,12,35,3,5,12,1,7,0,0,44,2406,36301
1605,0,1,410,112,420,0,82,71,1,4,0,0,73,2461,73059
1606,1,0,159,2,51,6,2,24,3,5,0,0,51,2410,42731
1607,1,1,105,0,10,0,1,0,2,5,0,0,61,2256,52854
1608,1,0,5,1,8,0,0,1,1,8,0,0,42,2534,22775
1609,0,2,269,15,69,15,19,38,2,5,0,0,72,2423,46681
1610,0,1,629,0,70,0,0,35,6,8,0,0,65,2602,59821
1611,0,1,443,5,71,21,16,82,2,7,0,0,66,2536,50002
